priority,paper_id,title,year,venue,primary_category,paper_type,scope_relation,primary_url,note_path,review_focus,minimum_review_status,attack_evidence_status,attack_role,attack_instance_coding_required,reviewer,review_date,adjudication_note
66,arxiv_2508_07667,1-2-3 Check: Enhancing Contextual Privacy in LLM via Multi-Agent Reasoning,2025,LLMSEC 2025 Workshop,defense,defense; evaluation,core_security,https://aclanthology.org/2025.llmsec-1.9/,papers/defenses/llmsec_2025_workshop/2025_li_1_2_3_check_enhancing_contextual_privacy_in_llm.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
67,rosser2025agentbreeder,AgentBreeder: Mitigating the AI Safety Risks of Multi-Agent Scaffolds via Self-Improvement,2025,NeurIPS,defense,defense,security_relevant,https://proceedings.neurips.cc/paper_files/paper/2025/hash/dc2ccde7ee43e5719e08c68e848bd65a-Abstract-Conference.html,papers/defenses/neurips/2025_rosser_agentbreeder.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
68,mao2025agentsafe,AgentSafe: Safeguarding Large Language Model-based Multi-agent Systems via Hierarchical Data Management,2025,arXiv,defense,defense,core_security,https://arxiv.org/abs/2503.04392,papers/defenses/arxiv/2025_mao_agentsafe.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
69,supp_agentshield_2025,AgentShield: Make MAS more secure and efficient,2025,arXiv,defense,defense; evaluation,core_security,https://arxiv.org/abs/2511.22924,papers/defenses/arxiv/2025_wang_agentshield_make_mas_more_secure_and_efficient.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
70,ebrahimi2025credibility,An Adversary-Resistant Multi-Agent LLM System via Credibility Scoring,2025,IJCNLP-AACL,defense,defense,core_security,https://aclanthology.org/2025.ijcnlp-long.90/,papers/defenses/ijcnlp_aacl/2025_ebrahimi_credibility_scoring.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
71,tailor2025auditwhisper,Audit the Whisper: Detecting Steganographic Collusion in Multi-Agent LLMs,2025,arXiv,defense,defense,core_security,https://arxiv.org/abs/2510.04303,papers/defenses/arxiv/2025_tailor_audit_whisper.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
72,zou2025blocka2a,BlockA2A: Towards Secure and Verifiable Agent-to-Agent Interoperability,2025,arXiv,defense,defense,core_security,https://arxiv.org/abs/2508.01332,papers/defenses/arxiv/2025_zou_blocka2a.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
73,jo2025byzantinerobust,Byzantine-Robust Decentralized Coordination of LLM Agents,2025,arXiv,defense,defense,core_security,https://arxiv.org/abs/2507.14928,papers/defenses/arxiv/2025_jo_byzantine_robust.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
74,arxiv_2506_07468,Chasing Moving Targets with Online Self-Play Reinforcement Learning for Safer Language Models,2025,arXiv,defense,high-citation non-peer security candidate,security_relevant,https://arxiv.org/abs/2506.07468,papers/defenses/arxiv/2025_liu_chasing_moving_targets_with_online_self_play_rei.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
75,wu2025cowpox,Cowpox: Towards the Immunity of VLM-based Multi-Agent Systems,2025,ICML,defense,defense,core_security,https://proceedings.mlr.press/v267/wu25aq.html,papers/defenses/icml/2025_wu_cowpox.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
76,supp_decentralized_multi_agent_system_with_trust_aware_communication,Decentralized Multi-Agent System with Trust-Aware Communication,2025,IEEE ISPA 2025,defense,defense,security_relevant,https://doi.org/10.1109/ISPA67752.2025.00198,papers/defenses/ieee_ispa_2025/2025_ding_decentralized_multi_agent_system_with_trust_awar.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
77,supp_evaluating_multi_agent_defences_against_jailbreaking_attacks_on_large_language_m,Evaluating Multi-Agent Defences Against Jailbreaking Attacks on Large Language Models,2025,FLLM 2025,defense,defense; evaluation,core_security,https://doi.org/10.1109/FLLM67465.2025.11391246,papers/defenses/fllm_2025/2025_wit_evaluating_multi_agent_defences_against_jailbrea.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
78,li2025argus,Goal-Aware Identification and Rectification of Misinformation in Multi-Agent Systems,2025,arXiv,defense,defense,security_relevant,https://arxiv.org/abs/2506.00509,papers/defenses/arxiv/2025_li_argus.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
79,zhou2025guardian,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,2025,NeurIPS,defense,defense,core_security,https://proceedings.neurips.cc/paper_files/paper/2025/hash/0bc795afae289ed465a65a3b4b1f4eb7-Abstract-Conference.html,papers/defenses/neurips/2025_zhou_guardian.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
80,mao2025ibgp,IBGP: Imperfect Byzantine Generals Problem for Zero-Shot Robustness in Communicative Multi-Agent Systems,2025,AAMAS,defense,defense,security_relevant,https://www.ifaamas.org/Proceedings/aamas2025/pdfs/p2654.pdf,papers/defenses/aamas/2025_mao_ibgp.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
81,cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,2025,arXiv,defense,defense,core_security,https://arxiv.org/abs/2505.04799,papers/defenses/arxiv/2025_cui_maris.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
82,supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,PeerGuard: Defending Multi-Agent Systems Against Backdoor Attacks Through Mutual Reasoning,2025,IEEE IRI 2025,defense,defense; evaluation,core_security,https://doi.org/10.1109/IRI66576.2025.00051,papers/defenses/ieee_iri_2025/2025_fan_peerguard_defending_multi_agent_systems_against.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
83,arxiv_2506_07564,SAFEFLOW: A Principled Protocol for Trustworthy and Transactional Autonomous Agent Systems,2025,arXiv,defense,high-citation non-peer security candidate,core_security,https://arxiv.org/abs/2506.07564,papers/defenses/arxiv/2025_li_safeflow_a_principled_protocol_for_trustworthy_a.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
84,arxiv_2505_24201,SentinelAgent: Graph-based Anomaly Detection in Multi-Agent Systems,2025,arXiv,defense,high-citation non-peer security candidate,core_security,https://arxiv.org/abs/2505.24201,papers/defenses/arxiv/2025_he_sentinelagent_graph_based_anomaly_detection_in_m.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
85,supp_teaching_models_to_balance_resisting_and_accepting_persuasion,Teaching Models to Balance Resisting and Accepting Persuasion,2025,NAACL 2025,defense,defense; evaluation,security_relevant,https://aclanthology.org/2025.naacl-long.412/,papers/defenses/naacl_2025/2025_stengel_eskin_teaching_models_to_balance_resisting_and_accepti.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
86,he2025atrust,To Trust or Not to Trust: Attention-based Trust Management for LLM Multi-Agent Systems,2025,arXiv,defense,defense,security_relevant,https://arxiv.org/abs/2506.02546,papers/defenses/arxiv/2025_he_a_trust.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
87,supp_ai_agents_with_decentralized_identifiers_and_verifiable_credentials,AI Agents with Decentralized Identifiers and Verifiable Credentials,2026,ICAART 2026,defense,defense; protocol,security_relevant,https://doi.org/10.5220/0014234400004052,papers/defenses/icaart_2026/2026_garzon_ai_agents_with_decentralized_identifiers_and_ver.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
88,rabieinejad2026alteda,ALTEDA: An Adaptive Layered Threat Detection Architecture for Multi-Agent Systems,2026,Information Processing & Management,defense,defense,core_security,https://doi.org/10.1016/j.ipm.2026.104768,papers/defenses/journals_information_processing_management/2026_rabieinejad_alteda.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
89,miao2026blindguard,BlindGuard: Safeguarding LLM-based Multi-Agent Systems under Unknown Attacks,2026,ACL,defense,defense,core_security,https://aclanthology.org/2026.acl-long.1819/,papers/defenses/acl/2026_miao_blindguard.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
90,supp_dynatrust_2026,DynaTrust: Defending Multi-Agent Systems Against Sleeper Agents via Dynamic Trust Graphs,2026,arXiv,defense,defense; evaluation,core_security,https://arxiv.org/abs/2603.15661,papers/defenses/arxiv/2026_li_dynatrust_defending_multi_agent_systems_against.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
91,supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth,Enhancing Robustness of LLM-Driven Multi-Agent Systems through Randomized Smoothing,2026,Chinese Journal of Aeronautics,defense,defense; evaluation,core_security,https://doi.org/10.1016/j.cja.2025.103779,papers/defenses/journals_chinese_journal_of_aeronautics/2026_hu_enhancing_robustness_of_llm_driven_multi_agent_s.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
92,pan2026xgguard,Explainable and Fine-Grained Safeguarding of LLM Multi-Agent Systems via Bi-Level Graph Anomaly Detection,2026,ACL,defense,defense,core_security,https://aclanthology.org/2026.acl-long.1407/,papers/defenses/acl/2026_pan_xg_guard.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
93,arxiv_2601_11369,Institutional AI: Governing LLM Collusion in Multi-Agent Cournot Markets via Public Governance Graphs,2026,arXiv,defense,high-citation non-peer security candidate,core_security,https://arxiv.org/abs/2601.11369,papers/defenses/arxiv/2026_syrnikov_institutional_ai_governing_llm_collusion_in_mult.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
94,supp_min_trust_a_minimum_necessary_information_trust_orchestration_framework_for_mult,MIN-Trust: A Minimum Necessary Information Trust Orchestration Framework for Multi-Agent Collaboration,2026,GAIE 2026,defense,defense,core_security,https://doi.org/10.1145/3813808.3813811,papers/defenses/gaie_2026/2026_chen_min_trust_a_minimum_necessary_information_trust.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
95,tapwal2026prism,PRISM: Generation-Time Detection and Mitigation of Secret Leakage in Multi-Agent LLM Pipelines,2026,arXiv,defense,defense,core_security,https://arxiv.org/abs/2605.10614,papers/defenses/arxiv/2026_tapwal_prism.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
96,darabi2026bioautonomic,Resilience in Ambient Multi-Agent LLMs via Decentralized Bio-Autonomic Control and Immune-Inspired Anomaly Detection,2026,AAAI,defense,defense,security_relevant,https://ojs.aaai.org/index.php/AAAI/article/view/41065,papers/defenses/aaai/2026_darabi_bio_autonomic.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
97,zhou2026resmas,ResMAS: Resilience Optimization in LLM-based Multi-agent Systems,2026,AAAI,defense,defense,security_relevant,https://ojs.aaai.org/index.php/AAAI/article/view/40824,papers/defenses/aaai/2026_zhou_resmas.md,metadata; scope; primary and secondary roles; attack-bearing claims; evidence locators,pending_minimum_review,not_screened,,pending,,,
